0.03148284,-0.60230446,0.43564332,-0.06450738,-0.08866639,0.056999765,-0.49706307,0.15830937
0.16448586,-0.43268603,0.18964328,0.1368745,-0.16816972,0.55399144,-0.3630926,-0.29636207
0.0879075,-0.028668953,-0.68475336,-0.23574953,0.8242332,-0.55798924,-0.28627524,-0.34850875
0.43105167,0.018897304,0.17390193,0.41117257,0.30382255,0.43277758,0.24254641,-0.12764645
-0.88269967,-0.45553377,-0.6554581,-0.14814153,0.5408776,-0.0268551,0.021614755,-0.52448636
-0.5948952,-0.5439909,0.09160699,-0.6761141,0.71682346,-0.6254019,-0.14216758,-0.68011785
0.12563631,0.39316323,0.590017,-0.24906088,-0.34593743,-0.43943968,0.5089831,0.041327324
-0.006561024,-0.5282888,-0.7968632,-0.5484376,0.7488702,0.029171653,0.096559756,-0.25204527
-0.118505016,-0.60963994,0.28701213,0.53600734,-0.33560354,0.14148185,-0.09047447,0.20562224
0.3135667,0.014887225,0.5571514,0.48286882,-0.16925097,-0.47361344,0.14180575,-0.11063623
-0.4513881,0.29772377,0.3723053,0.20415428,-0.5577897,0.24524394,0.36901098,0.32319877
-0.12266145,-0.040472876,0.3702625,-0.10459011,-0.21330772,-0.32330543,0.11963706,-0.3369794
0.49686766,-0.27781287,0.040557794,0.41470373,0.24102002,-0.14928629,0.067132495,-0.4527652
0.29948503,0.05396451,0.48102957,-0.057451796,0.053851765,-0.24110508,0.43881616,0.44692367
0.476623,0.18717176,-0.16873439,-0.40875572,-0.33078915,0.6265728,0.37251815,-0.39869344
-0.02109067,-0.48289946,0.13473593,-0.77761006,0.68691856,-0.7684246,-0.15465842,-0.48565415
